Source_Article_ID,Target_Article_ID,Relationship_Type,Strength,Method,Reason,People_Connection,Org_Connection
ART-0198,ART-0307,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,white house
ART-0198,ART-0308,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0309,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0310,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0198,ART-0311,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0198,ART-0312,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0314,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0316,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0317,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0198,ART-0320,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0324,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0325,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,doj
ART-0198,ART-0326,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0198,ART-0327,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0198,ART-0328,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0329,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0198,ART-0330,"shared_person, shared_organization, same_category, tag_overlap",0.900,deterministic,"Deterministic match: shared_person, shared_organization, same_category, tag_overlap",donald trump,doj
ART-0198,ART-0331,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0198,ART-0332,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0333,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0334,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0336,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0337,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0198,ART-0338,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0342,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,white house
ART-0198,ART-0343,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0344,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0347,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0348,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0350,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0351,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0198,ART-0352,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0353,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0354,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0355,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0356,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0198,ART-0357,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0359,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0360,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0361,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0198,ART-0362,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0198,ART-0363,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0364,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0198,ART-0365,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0366,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0367,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0368,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,white house
ART-0198,ART-0370,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0198,ART-0371,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0373,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0375,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0376,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0377,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0198,ART-0378,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0379,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0380,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0381,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,white house
ART-0198,ART-0382,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0198,ART-0383,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0198,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0385,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0386,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0387,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0388,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0198,ART-0389,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,white house
ART-0198,ART-0390,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0391,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0394,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0395,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,doj
ART-0198,ART-0396,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0198,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0400,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0198,ART-0401,"shared_person, same_category, tag_overlap",0.600,deterministic,"Deterministic match: shared_person, same_category, tag_overlap",donald trump,
ART-0198,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0404,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0198,ART-0407,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0408,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0409,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0411,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0412,"shared_person, shared_organization",0.600,deterministic,"Deterministic match: shared_person, shared_organization",donald trump,white house
ART-0198,ART-0414,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0415,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0417,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,doj
ART-0198,ART-0418,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0419,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0420,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0198,ART-0421,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0426,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0428,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0198,ART-0430,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0199,ART-0204,"tag_overlap, temporal_proximity",0.157,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0199,ART-0206,"same_category, tag_overlap, temporal_proximity",0.443,deterministic,"Deterministic match: same_category, tag_overlap, temporal_proximity",,
ART-0199,ART-0211,"tag_overlap, temporal_proximity",0.114,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0199,ART-0215,"tag_overlap, temporal_proximity",0.114,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0199,ART-0217,"same_category, temporal_proximity",0.200,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0199,ART-0218,"tag_overlap, temporal_proximity",0.114,deterministic,"Deterministic match: tag_overlap, temporal_proximity",,
ART-0199,ART-0220,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0222,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0225,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0226,"same_category, tag_overlap",0.400,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0199,ART-0227,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0229,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0230,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0231,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0233,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0234,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0235,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0237,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0238,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0239,content_similarity,0.614,embedding,Content similarity: 0.614,,
ART-0199,ART-0241,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0242,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0243,"same_category, tag_overlap",0.400,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0199,ART-0249,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0255,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0264,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0268,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0271,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0273,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0274,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0275,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0276,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0277,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0280,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0281,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0284,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0289,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0293,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0294,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0303,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0312,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0318,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0320,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0325,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0327,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0329,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0333,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0334,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0339,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0344,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0347,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0354,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0355,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0356,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0359,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0362,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0363,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0364,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0367,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0368,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0369,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0199,ART-0379,"same_category, tag_overlap",0.400,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0199,ART-0380,"same_category, tag_overlap",0.400,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0199,ART-0381,"same_category, tag_overlap",0.400,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0199,ART-0383,tag_overlap,0.200,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0389,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0390,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0394,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0396,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0400,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0401,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0418,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0199,ART-0424,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0199,ART-0426,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0200,ART-0201,"same_category, tag_overlap, temporal_proximity",0.386,deterministic,"Deterministic match: same_category, tag_overlap, temporal_proximity",,
ART-0200,ART-0211,"same_category, temporal_proximity",0.214,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0200,ART-0215,"same_category, tag_overlap, temporal_proximity",0.414,deterministic,"Deterministic match: same_category, tag_overlap, temporal_proximity",,
ART-0200,ART-0216,"same_category, temporal_proximity",0.214,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0200,ART-0218,"same_category, tag_overlap, temporal_proximity",0.314,deterministic,"Deterministic match: same_category, tag_overlap, temporal_proximity",,
ART-0200,ART-0220,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0223,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0224,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0225,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0227,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0200,ART-0229,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0234,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0235,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0244,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0252,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",marco rubio,
ART-0200,ART-0255,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0262,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0263,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0264,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0266,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0269,shared_person,0.300,deterministic,Deterministic match: shared_person,marco rubio,
ART-0200,ART-0270,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0274,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0275,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0293,"shared_person, shared_organization, same_category, tag_overlap",1.000,deterministic,"Deterministic match: shared_person, shared_organization, same_category, tag_overlap",marco rubio,us state department
ART-0200,ART-0295,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0310,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0311,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0317,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0323,shared_person,0.300,deterministic,Deterministic match: shared_person,marco rubio,
ART-0200,ART-0326,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0330,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0331,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0351,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0356,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0361,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0200,ART-0362,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0377,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0382,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0383,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0200,ART-0396,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0400,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0401,"same_category, tag_overlap",0.300,deterministic,"Deterministic match: same_category, tag_overlap",,
ART-0200,ART-0404,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0200,ART-0420,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0211,"shared_organization, same_category, temporal_proximity",0.529,deterministic,"Deterministic match: shared_organization, same_category, temporal_proximity",,department of homeland security
ART-0201,ART-0215,"same_category, temporal_proximity",0.229,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0201,ART-0216,"same_category, temporal_proximity",0.229,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0201,ART-0218,"same_category, temporal_proximity",0.229,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0201,ART-0220,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0223,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0224,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0225,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0229,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0234,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0235,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0244,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0252,content_similarity,0.672,embedding,Content similarity: 0.672,,
ART-0201,ART-0255,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0262,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0263,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0264,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0266,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0270,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0274,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0275,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0293,content_similarity,0.689,embedding,Content similarity: 0.689,,
ART-0201,ART-0295,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0310,"shared_organization, same_category",0.500,deterministic,"Deterministic match: shared_organization, same_category",,department of homeland security
ART-0201,ART-0311,"shared_organization, same_category",0.500,deterministic,"Deterministic match: shared_organization, same_category",,department of homeland security
ART-0201,ART-0317,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0326,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0330,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0331,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0351,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0356,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0362,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0377,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0379,tag_overlap,0.100,deterministic,Deterministic match: tag_overlap,,
ART-0201,ART-0382,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0396,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0400,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0401,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0404,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0201,ART-0420,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0203,"same_category, temporal_proximity",0.286,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0202,ART-0207,"same_category, temporal_proximity",0.271,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0202,ART-0249,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0256,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0261,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0202,ART-0262,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0202,ART-0263,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0202,ART-0287,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0297,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,none
ART-0202,ART-0302,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0304,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0319,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0334,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0335,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",none,
ART-0202,ART-0342,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0344,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0345,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0346,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0202,ART-0348,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0349,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0202,ART-0351,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0202,ART-0360,"shared_organization, same_category",0.500,deterministic,"Deterministic match: shared_organization, same_category",,none
ART-0202,ART-0375,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0390,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0392,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",none,
ART-0202,ART-0397,shared_organization,0.300,deterministic,Deterministic match: shared_organization,,none
ART-0202,ART-0398,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0402,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",none,
ART-0202,ART-0408,"shared_organization, same_category",0.500,deterministic,"Deterministic match: shared_organization, same_category",,none
ART-0202,ART-0409,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0410,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",none,
ART-0202,ART-0413,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0416,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0426,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0202,ART-0429,shared_person,0.300,deterministic,Deterministic match: shared_person,none,
ART-0202,ART-0430,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0204,"shared_person, temporal_proximity",0.357,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0205,"shared_person, temporal_proximity",0.357,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0206,"shared_person, temporal_proximity",0.343,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0207,"same_category, temporal_proximity",0.257,deterministic,"Deterministic match: same_category, temporal_proximity",,
ART-0203,ART-0208,"shared_person, temporal_proximity",0.343,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0210,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0212,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0213,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0216,"shared_person, temporal_proximity",0.314,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0217,"shared_person, temporal_proximity",0.300,deterministic,"Deterministic match: shared_person, temporal_proximity",donald trump,
ART-0203,ART-0220,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0221,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0223,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0226,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
